run_id,bh1_mass_msol,bh2_mass_msol,impact_parameter_au,bh1_schwarzschild_radius_km,bh2_schwarzschild_radius_km,simulation_duration_yr,bh1_v_init_x_kms,bh1_v_init_y_kms,bh1_v_init_total_kms,bh1_v_init_unit_x,bh1_v_init_unit_y,bh1_v_final_x_kms,bh1_v_final_y_kms,bh1_v_final_total_kms,bh1_v_final_unit_x,bh1_v_final_unit_y,bh1_deflection_angle_deg,bh2_v_init_x_kms,bh2_v_init_y_kms,bh2_v_init_total_kms,bh2_v_init_unit_x,bh2_v_init_unit_y,bh2_v_final_x_kms,bh2_v_final_y_kms,bh2_v_final_total_kms,bh2_v_final_unit_x,bh2_v_final_unit_y,bh2_deflection_angle_deg,merged,nearest_approach_dist_au,nearest_approach_time_s,remaining_dist_for_merger_au
11,100000.00000000001,100000.00000000001,0.2500035583728399,295412.6555055405,295412.6555055405,0.8618287037037037,196108795.17727628,-115757253.72171348,227724.39775982735,1.0,0.0,196108.79517727628,-115757.25372171348,227724.39775982735,0.8611672579066609,-0.5083217031659404,87.77639970249099,-193110.87059727625,115757.25372171348,225147.84061152156,0.0,0.0,-193110.87059727625,115757.25372171348,225147.84061152156,-0.857706963001599,0.5141388583044212,2.186940146330367,1,0.002084988328295382,74461.0,0.0
12,100000.00000000001,100000.00000000001,0.3000042700474078,295412.6555055405,295412.6555055405,0.8626736111111111,168104169.16878682,-108429589.87636276,200039.96513868004,1.0,0.0,168104.16916878682,-108429.58987636276,200039.96513868004,0.8403529217386468,-0.5420396359357126,87.32636859515664,-165106.24458878694,108429.58987636276,197527.33472349733,0.0,0.0,-165106.24458878694,108429.58987636276,197527.33472349733,-0.8358652984403698,0.5489346070919483,2.6166818813450803,1,0.003289429442784099,74534.0,0.0
13,100000.00000000001,100000.00000000001,0.3500049817219758,295412.6555055405,295412.6555055405,0.8636805555555556,158499432.7518069,-138566270.88035664,210529.5266900416,1.0,0.0,158499.43275180692,-138566.27088035663,210529.5266900416,0.7528608231051717,-0.6581797482704883,86.89000924342615,-155501.50817180704,138566.27088035663,208281.85343278214,0.0,0.0,-155501.50817180704,138566.27088035663,208281.85343278214,-0.7465917246698179,0.6652824938735026,3.058795133220433,1,0.0029710921754295223,74621.0,0.0
14,100000.00000000001,100000.00000000001,0.4000056933965438,295412.6555055405,295412.6555055405,0.864837962962963,139904379.9800666,-145304024.08406916,201708.936224032,1.0,0.0,139904.3799800666,-145304.02408406915,201708.936224032,0.6935953488182549,-0.7203648326352998,86.44839194471426,-136906.45540006648,145304.02408406915,199641.2706462122,0.0,0.0,-136906.45540006648,145304.02408406915,199641.2706462122,-0.6857622923202127,0.7278255824246129,3.494177505749111,1,0.003462442858147608,74721.0,0.0
15,100000.00000000001,100000.00000000001,0.4500064050711117,295412.6555055405,295412.6555055405,0.8661574074074074,110024230.10326888,-190947842.26025122,220377.87927481026,1.0,0.0,110024.23010326887,-190947.84226025123,220377.87927481026,0.4992526040513764,-0.8664564832395909,86.02464271249565,-107026.30552326886,190947.84226025123,218896.57041124665,0.0,0.0,-107026.30552326886,190947.84226025123,218896.57041124665,-0.48893550649147116,0.8723199358560646,3.9457252143288155,1,0.0030964045701840134,74835.0,0.0
16,100000.00000000001,100000.00000000001,0.5000071167456798,295412.6555055405,295412.6555055405,0.8676273148148148,76747714.06067164,-201655735.8704838,215766.65039575726,1.0,0.0,76747.71406067164,-201655.7358704838,215766.65039575726,0.3556977592222972,-0.9346010400616066,85.59396557376091,-73749.78948067193,201655.7358704838,214718.5768812511,0.0,0.0,-73749.78948067193,201655.7358704838,214718.5768812511,-0.34347186234127675,0.9391629676365094,4.388459544293648,1,0.003482360676052498,74962.0,0.0
17,100000.00000000001,100000.00000000001,0.5500078284202476,295412.6555055405,295412.6555055405,7.000011574074074,367948.6255590544,-9101.685053467925,368.0611793188868,1.0,0.0,367.9486255590544,-9.101685053467925,368.0611793188868,0.9996941982307379,-0.02472872871382684,91.33024073953831,2629.97595444107,9.101685053467925,2629.991703714867,0.0,0.0,2629.97595444107,9.101685053467925,2629.991703714867,0.9999940116640769,0.00346072766716784,3.1695682405647756,0,0.003993224223620426,243619.0,4.3800958125505165e-05
18,100000.00000000001,100000.00000000001,0.6000085400948156,295412.6555055405,295412.6555055405,7.000011574074074,436365.7183657791,144186.88480214187,459.5703405506371,1.0,0.0,436.3657183657791,144.18688480214186,459.5703405506371,0.9495080075075009,0.31374279860920407,87.7562649618278,2561.5588616340233,-144.18688480214186,2565.613700338525,0.0,0.0,2561.5588616340233,-144.18688480214186,2565.613700338525,0.9984195443359354,-0.05619976412782518,1.8816064792025995,0,0.004670736163842224,75256.0,0.0007213128983473027
19,100000.00000000001,100000.00000000001,0.6500092517693836,295412.6555055405,295412.6555055405,7.000011574074074,593748.277244986,211264.15038733472,630.2138985854494,1.0,0.0,593.7482772449861,211.26415038733472,630.2138985854494,0.942137706860619,0.3352261047582876,86.1537427208291,2404.1763027550132,-211.26415038733472,2413.440746313787,0.0,0.0,2404.1763027550132,-211.26415038733472,2413.440746313787,0.9961613130246004,-0.08753649772011719,1.2851456087570663,0,0.005423030561704544,516446.0,0.0014736072962096228
20,100000.00000000001,100000.00000000001,0.7000099634439516,295412.6555055405,295412.6555055405,7.000115740740741,-44542076.208260275,-124969278.14071369,132669.9552722979,1.0,0.0,-44542.076208260274,-124969.2781407137,132669.9552722979,-0.33573597064113025,-0.9419561338075453,160.7444772526973,47540.00078826027,124969.2781407137,133706.29062971886,0.0,0.0,47540.00078826027,124969.2781407137,133706.29062971886,0.3555554534073176,0.934655187516935,68.82040685743604,0,0.008834195558285888,75590.0,0.004884772292790966
21,100000.00000000001,100000.00000000001,0.7500106751185196,295412.6555055405,295412.6555055405,7.000115740740741,-12610582.898359504,-70666022.54163732,71782.40413145543,1.0,0.0,-12610.582898359504,-70666.02254163731,71782.40413145543,-0.175677912309341,-0.9844476985226953,170.59509856503573,15608.507478359501,70666.02254163731,72369.27695892227,0.0,0.0,15608.507478359501,70666.02254163731,72369.27695892227,0.2156786434002801,0.9764643991365046,76.85539634678935,0,0.01129585554854932,75780.0,0.007346432283054398
22,100000.00000000001,100000.00000000001,0.8000113867930876,295412.6555055405,295412.6555055405,7.000115740740741,-38706416.13106568,-53085105.72445518,65697.90787755579,1.0,0.0,-38706.41613106568,-53085.10572445518,65697.90787755579,-0.5891575147751221,-0.8080182069631857,144.50219747504627,41704.340711065706,53085.10572445518,67507.63278268048,0.0,0.0,41704.340711065706,53085.10572445518,67507.63278268048,0.6177722279985682,0.7863570908395784,51.29798709930668,0,0.010292791187005218,75990.0,0.006343367921510296
23,100000.00000000001,100000.00000000001,0.8500120984676556,295412.6555055405,295412.6555055405,7.000115740740741,-31544461.785116956,-27526186.010489743,41865.78538134434,1.0,0.0,-31544.461785116957,-27526.186010489742,41865.78538134434,-0.7534663806682907,-0.6574864357556179,131.83224865441642,34542.38636511643,27526.186010489742,44168.62429463999,0.0,0.0,34542.38636511643,27526.186010489742,44168.62429463999,0.7820571031302929,0.6232067774370355,37.94446261961883,0,0.011092010690725454,76210.0,0.007142587425230533
24,100000.00000000001,100000.00000000001,0.9000128101422235,295412.6555055405,295412.6555055405,7.000115740740741,-17709090.58735902,-11623151.474646816,21182.765155519057,1.0,0.0,-17709.09058735902,-11623.151474646816,21182.765155519057,-0.8360141113467903,-0.5487079420138152,124.40985925612284,20707.015167359034,11623.151474646816,23746.118153159718,0.0,0.0,20707.015167359034,11623.151474646816,23746.118153159718,0.872016850661703,0.4894758545240461,28.54555379574454,0,0.012932822960438912,76440.0,0.00898339969494399
25,100000.00000000001,100000.00000000001,0.9500135218167914,295412.6555055405,295412.6555055405,7.000115740740741,-12366698.908774804,-3569535.605320675,12871.551046316989,1.0,0.0,-12366.698908774804,-3569.5356053206747,12871.551046316989,-0.9607776766198942,-0.2773197723006387,106.72994698529577,15364.623488774807,3569.5356053206747,15773.814991607533,0.0,0.0,15364.623488774807,3569.5356053206747,15773.814991607533,0.9740588118314791,0.2262950089892552,12.882190452255356,0,0.01287393010270754,76690.0,0.008924506837212619
26,100000.00000000001,100000.00000000001,1.0000142334913595,295412.6555055405,295412.6555055405,7.000115740740741,-4212147.461010092,-407735.2400619169,4231.835802495427,1.0,0.0,-4212.147461010092,-407.7352400619169,4231.835802495427,-0.9953475648857347,-0.09634949442544151,95.05884144429734,7210.072041010185,407.7352400619169,7221.591712534372,0.0,0.0,7210.072041010185,407.7352400619169,7221.591712534372,0.9984048292976475,0.05646057770812756,4.120255462242746,0,0.013881103761330307,76950.0,0.009931680495835387
27,100000.00000000001,100000.00000000001,1.1000156568404953,295412.6555055405,295412.6555055405,7.000115740740741,-4361518.161451466,-1306301.1436594976,4552.940077641819,1.0,0.0,-4361.518161451467,-1306.3011436594977,4552.940077641819,-0.9579564165295366,-0.2869137571290181,89.11284441687471,7359.442741451293,1306.3011436594977,7474.477917729521,0.0,0.0,7359.442741451293,1306.3011436594977,7474.477917729521,0.9846096038352908,0.1747682123136575,5.702956030003902,0,0.01619358599988113,77510.0,0.012244162734386208
28,100000.00000000001,100000.00000000001,1.2000170801896313,295412.6555055405,295412.6555055405,7.000115740740741,-2006546.4451755914,264997.90411292674,2023.9694972580605,1.0,0.0,-2006.5464451755913,264.99790411292673,2023.9694972580605,-0.9913916429540698,0.1309297914182641,85.5947120457069,5004.471025175654,-264.99790411292673,5011.482228942541,0.0,0.0,5004.471025175654,-264.99790411292673,5011.482228942541,0.9986009720384927,-0.052878149019964335,3.7676627353404997,0,0.01891669168991067,78120.0,0.014967268424415748
29,100000.00000000001,100000.00000000001,1.3000185035387672,295412.6555055405,295412.6555055405,7.000115740740741,-420710.24657839467,520099.8945857807,668.9551643602086,1.0,0.0,-420.7102465783947,520.0998945857807,668.9551643602086,-0.6289064932786095,0.7774809468482186,82.47013345362413,3418.6348265783668,-520.0998945857807,3457.9716565990875,0.0,0.0,3418.6348265783668,-520.0998945857807,3457.9716565990875,0.9886243052496825,-0.15040606061453335,2.5620874592021234,0,0.022230050094445813,78790.0,0.018280626828950895
30,100000.00000000001,100000.00000000001,1.4000199268879032,295412.6555055405,295412.6555055405,7.000115740740741,-656015.7006485265,680964.4536628467,945.5523183038136,1.0,0.0,-656.0157006485265,680.9644536628467,945.5523183038136,-0.6937910128815774,0.7201763884249155,81.11869503779128,3653.940280648527,-680.9644536628467,3716.8524535819515,0.0,0.0,3653.940280648527,-680.9644536628467,3716.8524535819515,0.9830738040535356,-0.18320997730394098,2.274027624090364,0,0.025300471699711318,79500.0,0.021351048434216396
31,100000.00000000001,100000.00000000001,1.5000213502370392,295412.6555055405,295412.6555055405,7.000115740740741,-894344.0365984149,829051.2675671948,1219.4987741092318,1.0,0.0,-894.3440365984148,829.0512675671947,1219.4987741092318,-0.7333701809185317,0.6798295210856323,80.22944390262064,3892.2686165982977,-829.0512675671947,3979.583016851238,0.0,0.0,3892.2686165982977,-829.0512675671947,3979.583016851238,0.9780594097715228,-0.20832616484105018,2.226707731760538,0,0.028882366564456384,80270.0,0.024932943298961466
32,100000.00000000001,100000.00000000001,5.0,295412.6555055405,295412.6555055405,7.000115740740741,-104055.87375097182,2230157.4769353103,2232.583704319403,1.0,0.0,-104.05587375097181,2230.15747693531,2232.583704319403,-0.046607826416386465,0.9989132647616308,57.42011370891865,3101.98045375099,-2230.15747693531,3820.4561386546065,0.0,0.0,3101.98045375099,-2230.15747693531,3820.4561386546065,0.8119398158679996,-0.5837411544582402,6.131731957943386,0,0.3305755787494351,520340.0,0.3266261554839402
33,100000.00000000001,100000.00000000001,10.0,295412.6555055405,295412.6555055405,14.00011574074074,-2250840.525909529,3272291.2277678377,3971.671304678048,1.0,0.0,-2250.840525909529,3272.291227767838,3971.671304678048,-0.5667237677142034,0.8239078656669189,67.82015874776528,5248.765105909507,-3272.291227767838,6185.258686291106,0.0,0.0,5248.765105909507,-3272.291227767838,6185.258686291106,0.848592657497539,-0.5290467858717832,16.395772966060935,0,1.4210635302242542,319240.0,1.4171141069587594
34,100000.00000000001,100000.00000000001,20.0,295412.6555055405,295412.6555055405,14.00011574074074,-1952348.1556114717,1389439.3967163118,2396.2898735058966,1.0,0.0,-1952.3481556114718,1389.4393967163119,2396.2898735058966,-0.8147378901013695,0.5798294321894746,58.96361194989046,4950.272735611455,-1389.4393967163119,5141.569993113533,0.0,0.0,4950.272735611455,-1389.4393967163119,5141.569993113533,0.9627939991562311,-0.2702364061127799,36.39967766946313,0,6.648612834104132,1037910.0,6.644663410838637
35,100000.00000000001,100000.00000000001,30.0,295412.6555055405,295412.6555055405,14.00011574074074,2403134.589165792,-1762124.0254364237,2979.9558611941393,1.0,0.0,2403.134589165792,-1762.1240254364236,2979.9558611941393,0.8064329477023859,-0.5913255455838525,45.16719863775133,594.789990834103,1762.1240254364236,1859.8000468374817,0.0,0.0,594.789990834103,1762.1240254364236,1859.8000468374817,0.31981394550748643,0.9474803640492685,48.96138137461568,0,23.628549834543495,1209600.0,23.624600411278
36,100000.00000000001,100000.00000000001,40.0,295412.6555055405,295412.6555055405,14.00011574074074,2814979.9048909037,-916767.2614421863,2960.5023351775635,1.0,0.0,2814.9799048909035,-916.7672614421863,2960.5023351775635,0.9508453587225656,-0.3096661166413844,33.3783911629327,182.9446751090503,916.7672614421863,934.8427492380533,0.0,0.0,182.9446751090503,916.7672614421863,934.8427492380533,0.1956956667398447,0.9806646756252861,34.781861634262235,0,37.5363508890113,1209600.0,37.53240146574581
37,100000.00000000001,100000.00000000001,50.0,295412.6555055405,295412.6555055405,28.00011574074074,2568291.767697241,-1035215.9598639584,2769.0783101202605,1.0,0.0,2568.291767697241,-1035.2159598639585,2769.0783101202605,0.9274897565413024,-0.3738485676192376,48.50700693320977,429.6328123027815,1035.2159598639585,1120.8284600973752,0.0,0.0,429.6328123027815,1035.2159598639585,1120.8284600973752,0.38331718688286687,0.9236167680592452,51.660065643135106,0,49.12096448635806,1104210.0,49.11701506309257
38,100000.00000000001,100000.00000000001,75.0,295412.6555055405,295412.6555055405,28.00011574074074,2877735.2945484924,-473970.2739675092,2916.5061711052376,1.0,0.0,2877.735294548492,-473.97027396750923,2916.5061711052376,0.9867063965299094,-0.16251303654464536,34.00313969082592,120.1892854515259,473.97027396750923,488.97166067389236,0.0,0.0,120.1892854515259,473.97027396750923,488.97166067389236,0.24580010482792214,0.9693205395876962,35.620724587486826,0,74.81614960932346,523920.0,74.81220018605795
39,100000.00000000001,100000.00000000001,100.0,295412.6555055405,295412.6555055405,28.00011574074074,2946464.627662444,-272625.21769524645,2959.050238064465,1.0,0.0,2946.464627662444,-272.6252176952465,2959.050238064465,0.9957467398693937,-0.09213267628520308,26.267442293052074,51.45995233747534,272.6252176952465,277.43942765576014,0.0,0.0,51.45995233747534,272.6252176952465,277.43942765576014,0.18548175640459277,0.9826477080017371,23.389956844662898,0,99.91867845655136,411650.0,99.91472903328587
40,316227.75263951736,316227.75263951736,0.5000071167456798,934176.8015178901,934176.8015178901,0.5471643518518519,182324896.47658855,-66569330.45166698,194097.51062798814,1.0,0.0,182324.89647658856,-66569.33045166697,194097.51062798814,0.9393469080911436,-0.3429684916426122,85.1321324857004,-179326.9718965885,66569.33045166697,191284.18284422546,0.0,0.0,-179326.9718965885,66569.33045166697,191284.18284422546,-0.9374898082536471,0.3480127288197085,4.7435407800814975,1,0.007988535390404717,47270.0,0.0
41,316227.75263951736,316227.75263951736,0.5500078284202476,934176.8015178901,934176.8015178901,0.5480902777777777,176743662.1315443,-70645998.1142243,190339.64157059998,1.0,0.0,176743.6621315443,-70645.9981142243,190339.64157059998,0.9285699010102805,-0.37115756618686596,84.64685376109037,-173745.7375515443,70645.9981142243,187559.15964539055,0.0,0.0,-173745.7375515443,70645.9981142243,187559.15964539055,-0.9263516528866805,0.37665981361716183,5.211384075528549,1,0.008826137716013989,47350.0,0.0
42,316227.75263951736,316227.75263951736,0.6000085400948156,934176.8015178901,934176.8015178901,0.5491319444444445,204775391.31415546,-106512664.08111967,230820.07819408376,1.0,0.0,204775.39131415545,-106512.66408111967,230820.07819408376,0.8871645522187686,-0.4614532016212173,84.2096762628609,-201777.46673415543,106512.66408111967,228164.6197185502,0.0,0.0,-201777.46673415543,106512.66408111967,228164.6197185502,-0.8843503737917634,0.466823753010029,5.724814814628848,1,0.00392823606182247,47440.0,0.0
43,316227.75263951736,316227.75263951736,0.6500092517693836,934176.8015178901,934176.8015178901,0.5502314814814815,192033357.0995383,-105129143.55009907,218926.80754648603,1.0,0.0,192033.3570995383,-105129.14355009908,218926.80754648603,0.8771578010553264,-0.48020224077755475,83.72207641279236,-189035.43251953827,105129.14355009908,216301.9453713402,0.0,0.0,-189035.43251953827,105129.14355009908,216301.9453713402,-0.873942359579838,0.486029579482592,6.185594994899375,1,0.00491221441181015,47535.0,0.0
44,316227.75263951736,316227.75263951736,0.7000099634439516,934176.8015178901,934176.8015178901,0.5514467592592592,223508211.96065935,-172300156.02765077,282211.38279843325,1.0,0.0,223508.21196065936,-172300.15602765078,282211.38279843325,0.7919886495871711,-0.6105358129750369,83.31465565405713,-220510.2873806594,172300.15602765078,279843.04638109874,0.0,0.0,-220510.2873806594,172300.15602765078,279843.04638109874,-0.7879784408877604,0.6157028314829277,6.723845983792644,1,0.0076440603634676755,47640.0,0.0
45,316227.75263951736,316227.75263951736,0.7500106751185196,934176.8015178901,934176.8015178901,0.5527199074074074,201734400.80435467,-154002957.33932367,253798.50144780125,1.0,0.0,201734.40080435466,-154002.95733932368,253798.50144780125,0.7948604883541655,-0.6067922247799303,82.81640636094141,-198736.4762243547,154002.95733932368,251422.15067756272,0.0,0.0,-198736.4762243547,154002.95733932368,251422.15067756272,-0.790449352568084,0.612527404305062,7.168409579424973,1,0.005576925078201115,47750.0,0.0
46,316227.75263951736,316227.75263951736,0.8000113867930876,934176.8015178901,934176.8015178901,0.554050925925926,159258527.17434025,-98044553.04221563,187018.75001985204,1.0,0.0,159258.52717434024,-98044.55304221563,187018.75001985204,0.851564493706834,-0.5242498574704847,82.25985607434707,-156260.60259434028,98044.55304221563,184472.51910350815,0.0,0.0,-156260.60259434028,98044.55304221563,184472.51910350815,-0.8470671043780885,0.5314859552994042,7.551905846519113,1,0.010045329266410986,47865.0,0.0
47,316227.75263951736,316227.75263951736,0.8500120984676556,934176.8015178901,934176.8015178901,0.5554976851851852,150488623.6159851,-95883230.1876036,178438.8401358925,1.0,0.0,150488.6236159851,-95883.23018760359,178438.8401358925,0.8433624848792922,-0.5373450652031947,81.77438728904426,-147490.69903598505,95883.23018760359,175917.87894734438,0.0,0.0,-147490.69903598505,95883.23018760359,175917.87894734438,-0.8384065333128072,0.5450453970986275,8.003119989592099,1,0.011961199632260746,47990.0,0.0
48,316227.75263951736,316227.75263951736,0.9000128101422235,934176.8015178901,934176.8015178901,0.5570601851851852,158087231.52313194,-121911249.56988493,199634.4798433855,1.0,0.0,158087.23152313192,-121911.24956988492,199634.4798433855,0.7918834043455437,-0.61067231304695,81.34254060465408,-155089.3069431319,121911.24956988492,197268.96841569318,0.0,0.0,-155089.3069431319,121911.24956988492,197268.96841569318,-0.7861819737218954,0.6179950680990464,8.504253664966358,1,0.00824541086674118,48125.0,0.0
49,316227.75263951736,316227.75263951736,0.9500135218167914,934176.8015178901,934176.8015178901,0.5586805555555555,148148661.51860586,-116006273.74918197,188163.44347116046,1.0,0.0,148148.66151860586,-116006.27374918197,188163.44347116046,0.7873402972735902,-0.6165186585085115,80.8575272624654,-145150.7369386059,116006.27374918197,185812.24928133914,0.0,0.0,-145150.7369386059,116006.27374918197,185812.24928133914,-0.7811688276741785,0.6243198400420651,8.948941102911304,1,0.010250155089446553,48265.0,0.0
50,316227.75263951736,316227.75263951736,1.0000142334913595,934176.8015178901,934176.8015178901,0.5604166666666667,151971664.72075927,-148604147.57515335,212552.53363471542,1.0,0.0,151971.66472075926,-148604.14757515336,212552.53363471542,0.7149840188775727,-0.6991407960845045,80.43795433089267,-148973.74014075927,148604.14757515336,210419.50462840754,0.0,0.0,-148973.74014075927,148604.14757515336,210419.50462840754,-0.7079844637208939,0.7062280078911047,9.455112075089923,1,0.007324879498055467,48415.0,0.0
51,316227.75263951736,316227.75263951736,1.1000156568404953,934176.8015178901,934176.8015178901,0.5641203703703703,139064402.6785274,-179500882.56400657,227067.1154826099,1.0,0.0,139064.4026785274,-179500.88256400658,227067.1154826099,0.6124374389614236,-0.7905190594529474,79.5489101608432,-136066.47809852747,179500.88256400658,225243.54220131223,0.0,0.0,-136066.47809852747,179500.88256400658,225243.54220131223,-0.6040860340267493,0.7969191072460448,10.405941294651125,1,0.0073638128664115215,48735.0,0.0
52,316227.75263951736,316227.75263951736,1.2000170801896313,934176.8015178901,934176.8015178901,0.5681712962962963,113970501.82739441,-217167825.98167592,245257.29332355357,1.0,0.0,113970.50182739442,-217167.8259816759,245257.29332355357,0.46469770697925716,-0.8854693902830411,78.67957564113975,-110972.57724739442,217167.8259816759,243878.61231058455,0.0,0.0,-110972.57724739442,217167.8259816759,243878.61231058455,-0.4550320185768013,0.8904750766135577,11.359617045765113,1,0.008512924762337807,49085.0,0.0
53,316227.75263951736,316227.75263951736,1.3000185035387672,934176.8015178901,934176.8015178901,0.572511574074074,111466533.8726184,-145963852.72837314,183657.9278901017,1.0,0.0,111466.53387261841,-145963.85272837314,183657.9278901017,0.6069247059093381,-0.7947593354952575,77.66484041797818,-108468.60929261842,145963.85272837314,181854.02251582147,0.0,0.0,-108468.60929261842,145963.85272837314,181854.02251582147,-0.5964597746699913,0.8026429699440613,12.149748016067004,1,0.012238602879011054,49460.0,0.0
54,316227.75263951736,316227.75263951736,1.4000199268879032,934176.8015178901,934176.8015178901,0.5772569444444444,93135339.59126222,-177929703.97751027,200831.20036066155,1.0,0.0,93135.33959126222,-177929.70397751027,200831.20036066155,0.4637493548014734,-0.8859664417579353,76.82697821515046,-90137.41501126229,177929.70397751027,199458.60007138565,0.0,0.0,-90137.41501126229,177929.70397751027,199458.60007138565,-0.45191039633789853,0.8920633350170398,13.097421670078358,1,0.010600115517310476,49870.0,0.0
